filename
202106122301 Viewing notes toward the Golden Circle framework helps stating on the relevance of ideas
202106122255 Empty notes are better than no notes at all
Axioms
Normal distribution
Mixing fundings strategy
Seed round
Pitch deck
Fundraising
VC lists
Pitching a VC - SaaS case
Pitching a VC - SaaS case
Making underwater videos
Scuba diving
Gas blending
Hyperoxic trimix
Normoxic trimix
Partial pressure
Nitrox
Hypoxic trimix
Trimix
Hyperoxia
Nitrogen narcosis
Decompression sickness
Decompression sickness
Redbone - Childish Gambino
Redbone - Childish Gambino
Rapture - Koffee
Rapture - Koffee
Giant Steps - John Coltrane
Armando's Rhumba - Chick Corea
Armando's Rhumba - Chick Corea
~ Full list of the song I learned - Map of content
~ Full list of the song I learned - Map of content
~ Full list of the song I learned - Map of content
~ Full list of the song I learned - Map of content
Nemesis - Aaron Parks
All the things you are - Jerome Kern
All the things you are - Jerome Kern
Running Away - Bob Marley and the Wailers
Running Away - Bob Marley and the Wailers
Crazy Baldhead - Bob Marley and the Wailers
Voyage Autour Du Monde (Tome I) - Dumont D'urville
"Plongées Autour Du Monde - Jean Bernard Carillet, Olivier Oudon"
"Encyclopédie Progressive Ou, Abrégé Des Sciences, Des Arts Et Des Connaissances Utiles (Tome II) - Mlle M. Forgame"
Les Voyages D'Ulysse - Mythologie
"Rap Ta France - José Louis Bocquet, Philippe Pierre Adolphe"
Dilemmes De Prisonniers Et Stratégies Dominantes : La Théorie Des Jeux #7 - Fernando Corbalán
Vie Privée De Louis Xv   Tome Premier - Unknown
Tout Alice - Lewis Carroll
The Smart Thinking Book - Kevin Duncan 
Devenez Un Grand Orateur Ted   Les 9 Secrets Des Prises De Paroles Les Plus Brillantes - Carmine Gallo
Théâtre Complet Tom 2 - William Shakespeare
La Lecture Rapide - Tony Buzan
La Vie Secrète Des Nombres : Les Bizarreries Des Mathématiques #27 - Joaquín Navarro
"Construction 4.0 - Karim N’essaie, Christian Grellier, Edward Woods "
Tout Le Monde N'a Pas Eu La Chance De Rater Ses études - Olivier Roland
Sur Le Rêve - Sigmund Freud
"Le Royaume Des Animaux 21 : Python Rous - Maurice Burton, Robert Burton "
The 4-hour Workweek - Tim Ferris
Les Onze Lois De La Réussite - Anthony Robbins
Business   Les Grandes Idées Tout Simplement  - Various
"Le Mythe De La Singularité, Faut Il Craindre L’intelligence Artificielle ? - Jean Gabriel Ganascia"
Voyages Extraordinaires : Les Indes Noires  - Jules Verne 
Les Oracles De Nostradamus : Tome 2 - Nostradamus
Le Papillon Et La Tornade : Théorie Du Chaos Et Changement Climatique #28 - Carlos Madrid
"Dictionnaire 1965 Vol 3 : No Z - Augé, Gillon, Holier Larousse, Moreau"
Making Music - 74 Creative Strategies For Electronic Music Producers - Dennis De Santis
"Le Royaume Des Animaux 11 : Grand Herm - Maurice Burton, Robert Burton "
L'art De Compter : Combinatoire Et énumération #30 - Juanjo Rué
"Exercices De Piano Pour Les Nuls - David Pearl, Marc Rozenbaum"
Thérèse Raquin - émile Zola
Thérèse Raquin - émile Zola
"Trap, Rap, Drogue, Argent, Survie - Guillaume Heuguet & Etienne Menu"
"Encyclopédie Progressive Ou, Abrégé Des Sciences, Des Arts Et Des Connaissances Utiles (Tome I) - Mlle M. Forgame"
Exploration Sans Limite : L'infini En Mathématique #16 - Enrique Gracían
Le Théâtre Au Xviiième Siècle - Beaumarchais
Oeuvres Complètes : Théâtre - Guy De Maupassant
"Le Royaume Des Animaux 22 : Rous Sarce - Maurice Burton, Robert Burton "
Computer Science Distilled  - Wladston Ferreira Filho
Le Monde Du Jazz - Jim Godbolt
"La Machine De Turing  - Alan Turing, Jean Yves Girard "
Histoire Générale Et Particulière - Comte De Bufon
La Musique Des Sphères : Astronomie Et Mathématique #25 - Maria Ros
"1791, La Dernière Année De Mozart - H.C. Robbins Landon"
Missel Des Béatitudes - Unknown
Petits Et Grands Musées De Paris - Valérie A Appert
De L'allemagne - Mme De Staël
"La Ruée Des Licornes - Nicolas Hazard, Anne Rodier"
Comment être Heureux - Arthur Schopenhauer
~ My library - MoC
La Logique Ou L'art De Penser - Unknown
The relative and absolute encyclopedia of knowledge - Bernard Weber
"Le Royaume Des Animaux 23 : Sardi Synbra - Maurice Burton, Robert Burton "
Dictionnaire Des Auteurs Français - Unknown
"Dictionnaire 1965 Vol.1 : A Em - Augé, Gillon, Holier Larousse, Moreau"
La Musique Des Origines à Nos Jours - Norbert Dufourcq
L'énigme De Fermat : Trois Siècles De Défi Mathématique #8 - Albert Violant Holz
Intempéries - R. Lehmann
Germinal - Emile Zola
Germinal - Emile Zola
Germinal - Emile Zola
Germinal - Emile Zola
Germinal - Emile Zola
Germinal - Emile Zola
La Partition Intérieure - Jacques Siron
Oeuvres Complètes : Chroniques Inédites I - Guy De Maupassant
How To Take Smart Notes - Sönke Ahrens
De La Lyre D'orphée à La Musique électronique - Jacqueline Jamin
Le Mystère Des Dieux - Bernard Werber
La Certitude Absolue Et Les Autres Illustions : Les Secrets De La Statistique #26 - Pere Grima
"Traité Complet D’harmonie, Théorie Et Pratique  - Emile Durand"
Au Capucin Gourmand - Henri Béraud
"Jules Verne, Hetzel Et Les Cartonnages Illustrés - Philippe Jauzac"
"Le Royaume Des Animaux 6 : Coul Des - Maurice Burton, Robert Burton "
"La Crise économique De 1929, Anatomie D'une Catastrophe Financière - J.K. Galbraith"
"Le Royaume Des Animaux 16 : Migra Néoto - Maurice Burton, Robert Burton "
"Chopin, Vie Et Oeuvre - Sylvie Oussenko"
L'art Poétique - Nicolas Boileau
"Le Royaume Des Animaux 2 : Asi Bub - Maurice Burton, Robert Burton "
"Le Royaume Des Animaux 19 : Phalan Podar - Maurice Burton, Robert Burton "
Sur Le Bout De La Langue   Le Plaisir Du Mot Juste - Bertrand Périer
Animal Farm - Georges Orwell
"Le Royaume Des Animaux 18 : Ours Phalan - Maurice Burton, Robert Burton "
"Le Cid, Horace, Cinna, Polyeucte - Corneille"
Habiter Demain - Bouygues Construction
Cabinet Of Wonders - Viktor Wynd's
The Art of Controversy - Arthur Schopenhauer
"Le Royaume Des Animaux 15 : Maca Mésite - Maurice Burton, Robert Burton "
Petit Cours D'autodéfense Intellectuelle - Normand Baillargeon
Théorie Des Musiques Actuelles Par L’écoute - Jean Christophe Hoarau
Les Frères Karamazov I - Dostoïevski
Anyone Can Become An Entrepreneur - Oussama Ammar
Human Machine  - Jean De La Rochebrochard
"Xavier Niel : La Voie Du Pirate  - Solveig Godluck, Emmanuel Paquette "
"Le Royaume Des Animaux 20 : Pogon Pyros - Maurice Burton, Robert Burton "
Essentialism - Greg Mc Keown
La Quatrième Dimension : Notre Univers Est Il L'ombre D'un Autre ? #5 - Raúl Ibáñez
The Art of Noise - Luigi Russolo
The Art of Noise - Luigi Russolo
La Planète Maathématique : Un Voyage Numérique Et Géométrique à Travers Les Monde #36 - Miquel Albertí
Taschen's London - Agelika Taschen
Journey to the center of the earth - Jules Verne
Aide Mémoire De L’ingénieur  - Philippe Huguenin 
Vingt Mille Lieues Sous Les Mers - Jules Verne
"L'harmonie Est Numérique : Musique Et Mathématiques #11 - Javier Arbonés, Pablo Milrud"
Jane Eyre - Charlotte Bronte
Chroniques Du Règne De Charles Ix - Prosper Mérimée
100 Personnages Clés De La Mythologie  - Malcolm Day
Jusqu'à Ce Que L'algèbre Nous Sépare : La Théorie Des Groupes Et Ses Applications #31 - Janvier Fresán
"Andromaques, Britannicus, Iphigénie, Phèdre - Jean Racine"
Steve Jobs - Walter Isaacson
La Poésie Des Nombres : Le Rôle De La Beauté En Mathématiques #23 - Antonio J. Durán
"Le Royaume Des Animaux 5 : Cig Coul - Maurice Burton, Robert Burton "
Tombeau De John Coltrane - Xavier Deverat
Javascript And The Browser - Marijn Haverbeke
"Musique Passion, Musique Galère Ou Les Déboires D'un Artiste - Daniel Theault"
La Comédie Des Animaux  - Joseph Méry
Théâtre Complet Tom 3 - William Shakespeare
Libérez Votre Cerveau ! - Idriss Aberkane
James Brown - Philippe Manœuvre 
"Le Royaume Des Animaux 10 : Four Grand - Maurice Burton, Robert Burton "
L'insurgé - Jules Vallès
European Litterature In Translaation - Jarndyce
"Musicophilia   La Musique, Le Cerveau Et Nous - Olivier Sacks"
Les Innovateurs - Walter Isaacson
Le Cosmos Et Le Lotus - Trinh Xuan Thuan
"Le Royaume Des Animaux 3 : Buc Chal - Maurice Burton, Robert Burton "
Factfulness - Hans Rosling
1001 Recettes : Cuisine Végétarienne - Unknown
Le Nombre D’or : Le Langage Mathématique De La Beauté #1 - Fernando Corbalán
Tools Of Titans - Tim Ferris
Le Livre Du Dessin Et De La Peinture - Various
"Oeuvres Complètes : La Petite Roque, Mont Oriol - Guy De Maupassant"
L'éveil Musical Une Pédagogie évolutive  - Cristina Agosti Gherban
"Le Royaume Des Animaux 9 : Fel Four - Maurice Burton, Robert Burton "
"Ruby, Les Fondamentaux Du Language - Alexandre Brillant"
Le Meilleur Des Mondes - Aldous Huxley
"Nombres Remarquables : Le 0, Le 666 Et Autres étrangetés Numériques #18 - Lamberto García Del Cid"
Les Mathématiques De La Vie : Modèles Numériques Pour La Biologie Et L'écologie #38 - Rafael Lahoz Beltra
"Intelligence, Machines Et Mathématiques - L'intelligence Artificielle Et Ses Enjeux n°29 - Ignasi Belda"
"Terra Data, Qu'allons Nous Faire Des Données Numériques ? - Serge Abiteboul, Valérie Peugeot"
La Vérité Réside Dans La Limite : Le Calcul Infinitésimal #12 - Antonio J. Durán
Les Nombres Premiers : Un Long Chemin Vers L'infini #3 - Enrique Gracían
Voyage Autour Du Monde (Tome II) - Dumont D'urville
Immersion - Cedric Villani
Business Blockchain Pratiques Et Applications Professionnelles  - William Mougayar
La Mystification Des Sens : L'art Sous Le Regard Mathématique #14 - Francisco Martín Casalderrey
Zeus Et La Conquête De L'Olympe - Mythologie
Tout Ce Que Vous Avez Appris Et Oublié En Math - Jan Van De Craats Et Rob Bosch
Cours De Machines : Deuxième Partie  - Haton De La Goupilliere
"Le Royaume Des Animaux 1 : Abe Ase - Maurice Burton, Robert Burton "
Tout Sur L'économie (Ou Presque) - Gilles Mitteau
Les Liaisons Dangereuses - Choderlos De Laclos
Plans De Métro Et Réseaux Neuronaux : La Théorie Des Graphes #10 - Claudi Alsina
"Electrochoc - Laurent Garnier, David Brun Lambert"
Traité D'économie Hérétique   En Finir Avec Le Discours Dominant - Thomas Porcher
Naturgeschichte Geologie Mineralreich Paläontologie - Dr. Friedrich Rolle
The Family Diaries - Alice Zagury
La Grande Histoire Du Monde - François Reynaert
à Toi Qui N'est Pas Encore Né(E) - Albert Jacquard
L'art De La Victoire - Phil Knight
Les Avancées De L’intelligence Artificielle  - Olivier Ezratti
Le Pouvoir De Convaincre - Harvard Business Review
De L'autre Côté Du Miroir : La Symétrie En Mathématiques #15 - Joaquín Navarro
Huiles Essentielles Mode D'emploi - Sylvie Hampikian
How to Win Friends and Influence People - Dale Carnegie
Le Club Des Mathématiciens : Les Congrès Internationaux #35 - Guillermo P. Curbera
"Considérations Sur Les Causes De La Grandeur Des Romains Et De Leur Décadence - Montesquieu, Buffon"
"Les Mathématiques Dans L'économie : Les Chiffres Et Leur Sens #39 - Lluís Artal, Josep Sales"
Banque Obc - Odier Bungener Courvoisier
L'île Au Trésor - R.L Stevenson
"Jules Verne, Le Musée Weissenberg - Boisgirard Antonini"
Cypherpunks Freedom And The Future Of The Internet - Julian Assange
Unlimited Power - Tony Robbins
Le Rêve De La Carte Parfaite : Cartographie Et Mathématique #22 - Fernando Corbalán
Théorie Mathématiques De L’électricité  - J. Bertrand 
Empty Book - No Author
"Le Royaume Des Animaux 26 : Zancle Zygène - Maurice Burton, Robert Burton "
Les Grands Problèmes Mathématiques : 2000 Ans De Défis #40 - Joaquín Navarro Et Shalom Eliahou
L'équation Du Nénuphar - Albert Jacquard
20 Histoires Pour Comprendre L'économie Mondiale - Alessandro Giraudo
"L’économie Comme Vous Ne L’avez Jamais Vu  - Jan Schwochow, Thomas Ramge"
"L’intelligence Artificielle, Pas Sans Elle !  - Ause Bernheim, Flora Bernheim "
"Le Royaume Des Animaux 17 : Nèpe Ours - Maurice Burton, Robert Burton "
Le Pédagogie De Groupe Dans Les Cours D’instruments De Musique  - Jean Claude Lartigot
Rock’n’roll   Le Discothèque Rock Idéale 2 - Philippe Manœuvre 
Lève Toi Et Code   Confessions D'un Hacker - Rabbin Des Bois
Méditations Métaphysiques - René Descartes
The Artist In The Machine - Arthur I. Miller
Hackers Heroes Of The Computer Revolution - Steven Levy
Messages - Various
Les Sociétés Secrètes Et La Société Vol 1 - N. Deschamps
Les Misérables 3 - Victor Hugo
Les Frères Karamazov Ii - Dostoïevski
The Jewish State - Theodor Herzl
La Cousine Bette - Honoré De Balzac
Panorama Des Mondes Et Astronomie Planétaire - M. Lecouturier
Le Père Goriot - Honoré De Balzac
Elon Musk - Ashlee Vance
Voyages Extraordinaires : Le Chancelor Et Martin Paz  - Jules Verne
"Le Royaume Des Animaux 7 : Dia Ent - Maurice Burton, Robert Burton "
"Courbes Périlleuses : Ellipses, Hyperboles Et Autres Merveilles Géométriques #24 - Fernando Corbalán"
"Oeuvres Complètes : Boule De Suif, La Maison Tellier, Premiers Contes - Guy De Maupassaant"
Pensées Végétariennes - Voltaire
"How To Read A Book, The Classic Guide To Intelligent Reading - Mortimer J. Adler, Charles Van Doren"
"How To Read A Book, The Classic Guide To Intelligent Reading - Mortimer J. Adler, Charles Van Doren"
Théâtre Complet Tom 1 - William Shakespeare
Les Femmes Et Les Mathématiques : D'hypatie à Emmy Noether #33 - Joaquín Navarro
"Le Royaume Des Animaux 24 : Syng Tréma - Maurice Burton, Robert Burton "
Jimi Hendrix - Jane L. Hendrix
"Oeuvres Complètes : Miss Harriet, Les Soeurs Rondoli, Contes Divers - Guy De Maupassant"
L'art De Se Lancer 2.0 - Guy Kawasaki
Le Jazz : Un Modèle Pour Apprendre - Charles Calamel
Calcul Des Probalités  - J. Bertrand 
Les Admirables Secrets D'albert Le Grand - Albert Le Grand
"Quand Les Droites Deviennent Des ""Courbes"" : Les Géométries Non Euclidiennes #37 - Joan Gómez"
Contes Philosophiques - Honoré De Balzac
The Way Up - Pat Metheny
L'art Du Calme Intérieur - Eckhart Tolle
"Who, The A Method For Hiring - Geoff Smart, Randy Street"
Quand La Machine Apprends - La Révolution Des Neurones Artificiels Et De L'apprentissage Profond - Yann Le Cun
"Le Tartufe, Don Juan, Le Misanthrope - Molière"
Les Oracles De Nostradamus : Tome 1 - Nostradamus
"Dictionnaire 1965 Vol 2 : En Nn - Augé, Gillon, Holier Larousse, Moreau"
Code - The Hidden Language Of Computer Hardware And Software - Charles Petzhold
Les Femmes Savantes - Molière
"Bizarre Books - Russel Ash, Brian Lake"
"Codage Et Cryptographie : Mathématiciens, Espions Et Pirates Informatiques #2 - Joan Gómez"
La Navigation Sous Marine  - G L.Pesce
"Superintelligence Paths, Dangers And Strategies - Nick Bostrom"
Les Sociétés Secrètes Et La Société Vol 2 - N. Deschamps
Du Boulier à La Révolution Numérique : Algorithmes Et Informatique #13 - Vicenç Torra
La Musique Du Xxème Siècle - Benoît Berthou
Le Rêve De La Raison : La Logique Mathématique Et Ses Paradoxes #19 - Javier Fresán
"Les Mesures Du Monde : Calendriers, Longueurs Et Mathématiques #34 - Iolanda Guevara Et Carles Puig"
La Cour Du Régent - Saint Simon
"Le Royaume Des Animaux 8 : Epe Fel - Maurice Burton, Robert Burton "
"French Touch, Une épopée électro - Stéphane Jourdain"
"Le Royaume Des Animaux 4 : Cha Cig - Maurice Burton, Robert Burton "
Candide - Voltaire
"La Conquête Du Hasard : La Théorie Des Probabilités #21 - Fernando Corbalán, Gerardo Sanz"
"Traction : How Any Startup Can Achieve Explosive Customer Growth - Gabriel Weinberg, Justin Mares "
Ll’histoire Du Jazz - Mervyn Cooke
Les Secrets Du Nombre π : Pourquoi La Quadrature Du Cercle Est Elle Impossible ? #6 - Joaquín Navaro
"Les Musiques Du Monde En Question - Jean Duvignaud, Chérif Khaznadar"
Théâtre Complet Tom 4 - William Shakespeare
Les Douze Travaux D'Hercule - Mythologie
Contes Choisis - Voltaire
L'odyssée - Homère
"Le Royaume Des Animaux 12 : Heron Hibis - Maurice Burton, Robert Burton "
Geek Sublime - Vikram Chandra
Pauline - George Sand
Pauline - George Sand
Dodécade 2 - Librairie Ariane Adeline
"Voyages Extraordinaires : Le Tour Du Monde En 80 Jours, Le Docteur Ox - Jules Verne"
Sidour Bné Issakhar - Unknown
Le Jazz - Philippe Hucher
La Chartreuse De Parme - Stendhal
"The Miles Davis Book  - Pierre Jean Crittin, Franck Fatalot"
Les 7 Habitudes De Ceux Qui Réalisent Tout Ce Qu'ils Entreprennent - Stephen R. Covey
"Le Solfège Pour Les Nuls - Michael Pilhofer, Holly Day, Jean Clément Jollet"
Toutes Les Mathématiques Du Monde - Hervé Lehning
Le Petit Larousse Grand Format 2005 - Christian Lacroix
"Le Royaume Des Animaux 25 : Tribo Yéti - Maurice Burton, Robert Burton "
La Créativité En Mathématiques : Fonctionnement D'un Esprit D'exception #17 - Miquel Albertí
Nouveau Manuel De Botanique élémentaire Et De Botanique Appliquée - M. Villette
1984 - Georges Orwell
Chopin - Franz Liszt
"L’egypte, Histoire Et Civilisation  - Unknown"
On M'avait Dit Que C'était Impossible - Jean Baptiste Rudelle
Les Polyèdres : Les Mille Facettes De La Beauté Géométrique #20 - Fernando Corbalán
Les Formes Qui Se Déforment : La Topologie #32 - Vincente Muñoz
Sapiens - A Brief History of Humankind - Yuval Noah Harrari
La Secte Des Nombres : Le Théorème De Pythagore #4 - Claudi Alsina
"100 énigmes Logiques Et Mathématiques Du Temps Du Certificat D'études  - Sandra Lebrun, Loïc Audrain "
Petite Histoire De La Litterature Française - Emile Faguet
Cours De Machines : Première Partie  - Haton De La Goupilliere 
"La Méthode Value Proposition Design - Alan Smith, Greg Bernarda, Yves Pigneur, Alex Osterwalder"
Eloquent Javascript - Marijn Haverbeke
"Le Royaume Des Animaux 14 : Lépis Maca - Maurice Burton, Robert Burton "
Une Nouvelle Manière De Voir Le Monde : La Géométrie Fractale #9 - Isabel Binimelis Bassa
"La Monnaie, Un Enjeu Politique - J. M. Harribey, E. Jeffers, J. Marie, D. Plihon, J. F. Ponsot"
Connoiſſance De La Mythologie - Demandes Et Reponses
Blockchain   La Révolution De La Confiance  - Laurent Leloup 
"Le Royaume Des Animaux 13 : Ichleu Lépis - Maurice Burton, Robert Burton "
A Promised Land - Barack Obama
A Promised Land - Barack Obama
A Promised Land - Barack Obama
Jimi Hendrix Electric Life : Biographie D'une Légende - Vincent Brunner
Les Métamorphoses - Ovide
Prestige De La Musique - Unknown
"Oeuvres Complètes : La Main Gauche, L'inutile Beauté, Contes Divers, Fragments - Guy De Maupassaant"
Eugénie Grandet - Honoré De Balzac
Nana - Emile Zola
3 Minutes Pour Comprendre Les 50 Plus Grandes Théories Mathématiques  - Richard Brown
Musiques électroniques - Guillaume Kosmicki
Start With Why - How Great Leaders Inspire Everyone To Take Action - Simon Sinek
Guide Des Jeunes Mathématiciens - M. L'abbé De La Caille
Collecting old books
Collecting old books
Collecting old books
Collecting old books
Antilibrary
Classic French author as sociolgists and politicians
Books
Life changing books
Non exhaustive device list for smart home
IoT
Smart home
A brief history of IoT
Speakers
Displays
Doorbell
Security cameras
Garden
Locks
Thermostats and heaters
Lighting
Kitchen
Plugs
Vacuum cleaners
Miscellaneous devices
Non Fungible Tokens (NFT)
Buying cryptocurrencies
Wallets
Architecture
Library as space separation
Biophilic design
Biophilic design
Bridges
Bridges
The will to power
Morality
Nihilism
Übermensch
Dualism
Virtual reality
Virtual reality
Live music
Places in the north of France
Software design principles applied to digital gardening
Evergreen notes
Digital garden
Digital garden
Atomic design applied to digital gardening
Digital garden inspirations
Graph evolution
Keeping track of ideas
Keeping track of ideas
Osmosis
Garden subjects
Wikibsidian
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Tinder AI Bot
Personal digital art museum
Personal digital art museum
The Pi-Dive
The Pi-Dive
The Pi-Dive
MVP (Minimum Viable Product)
The Why
My journey at Station F
My journey at Station F
My journey at Station F
My journey at Station F
Vocabulaire
Vocabulary
Music sheet template
Overconfidence bias
Rebound effect
Pygmalion effect
Milgram's experience
Parkinson law
Zeigarnik effect
Making new friends
Making new friends
Have better conversations
Have better conversations
Keeping relationships
Micronesia
New Caledonia
French Polynesia
Scuba diving round-the-world trip
Scuba diving round-the-world trip
Pre-requesites
Destinations
Serendipity
Madrier
Sagacité
Porion (contexte minier)
Planchéier
Minoterie
Rivelaine
Échiner
Poupine
Beffroi
Estaminet
Goberger
Sardonique
Consubstantiel
Dreyfusard
Haver
Nubile
Scélératesse
Prodigalité
Liminaire
Herscheur·euse
Nef
Escaillage
Scrofules
Pétroleuse
Lampisterie
Ployer
Bombance
Vieilles nippes
Hardi
Resolving Heroku slug size problem
Resolving Heroku slug size problem
Resolving Heroku slug size problem
Adopting new habits
Microproductivity
Mind maps
My productivity tools
My productivity tools
MVD (Minimum Viable Day)
MVD (Minimum Viable Day)
Decision fatigue
Decision fatigue
Multitasking is counterproductive
Growth mindset
Social media detox
Social media detox
Social media detox
Thinking in writing
Ego depletion
